,book_id,book_language,image_page,image_path,image_id,image_type,image_number,image_text,image_sentiment_score,image_lda,image_lda_scores
305,5,de,74,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_74pg.png,306,text,60,"K. J. Jucker und W. Wagenfeld, Lampe aus Glas mit Milchglasglocke",0.0,"['gropius', 'dessau', 'anhalt']","[0.907, 0.733, 0.602]"
306,5,de,75,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_75pg.png,307,text,61,"W. Wagenfeld, Tischlampe",0.0,[],[]
307,5,de,76,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_76pg.png,308,text,62,"W. Gropius, Beleuchtungskörper aus Soffittenlampen",0.0,"['gropius', 'dessau', 'anhalt']","[0.907, 0.733, 0.602]"
308,5,de,77,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_77pg(1).png,309,text,63,"N. Slutzky, Anhänger aus einzelnen Ringen montiert.",0.0,[],[]
309,5,de,77,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_77pg(2).png,310,text,64,"N. Slutzky,Rings",0.0,[],[]
310,5,de,77,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_77pg(3).png,311,text,65,"N. Slutzky,Rings",0.0,[],[]
311,5,de,78,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_78pg.png,312,text,66,"N. Slutzky, Anhänger",0.0,[],[]
312,5,de,79,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_79pg.png,313,text,67,"M. Schreyer, Gobelin",0.0,[],[]
313,5,de,80,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_80pg.png,314,text,68,"F. Knott, Möbelstoff",0.0,[],[]
314,5,de,81,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_81pg.png,315,text,69,"E. Niemeyer, Behang",0.0,[],[]
315,5,de,82,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_82pg.png,316,text,70,"L. Leudesforft, Wandbehang",0.0,[],[]
316,5,de,83,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_83pg.png,317,text,71,"R. Valentin, Wandbehang",0.0,[],[]
317,5,de,84,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_84pg.png,318,text,72,"R. Hollos, Schaftweberei",0.0,[],[]
318,5,de,85,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_85pg.png,319,text,73,"B. Otte, Gobelinteppich",0.0,[],[]
319,5,de,86,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_86pg.png,320,text,74,"D. Helm, Steiliger Wandschrim",0.0,[],[]
320,5,de,88,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_88pg.png,321,text,75,"R. Hollos, Schaftweberei",0.0,[],[]
321,5,de,90,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_90pg.png,322,text,76,"G. Hantschk, Knüpfteppich",0.0,[],[]
322,5,de,91,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_91pg.png,323,text,77,"B. Otte, Knüpfteppich",0.0,[],[]
323,5,de,92,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_92pg.png,324,text,78,"B. Otte, Wandbehang",0.0,[],[]
324,5,de,93,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_93pg.png,325,text,79,"M. Erps, Decke",0.0,[],[]
325,5,de,94,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_94pg.png,326,text,80,"A. Fleischmann, Wandbehang",0.0,[],[]
326,5,de,95,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_95pg.png,327,text,81,"B. Otte, Wandbehang",0.0,[],[]
327,5,de,96,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_96pg.png,328,text,82,G. Stölzl. Decke,0.0,[],[]
328,5,de,97,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_97pg.png,329,text,83,G. Stölzl. Decke,0.0,[],[]
329,5,de,98,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_98pg.png,330,text,84,"L.Deinhardt, Behang",0.0,[],[]
330,5,de,99,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_99pg.png,331,text,85,G. Stölzl. Decke,0.0,[],[]
331,5,de,100,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_100pg.png,332,text,86,"M. Köhler, Wandbehang",0.0,[],[]
332,5,de,101,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_101pg.png,333,text,87,"M. erps, Knüpfteppich",0.0,[],[]
333,5,de,102,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_102pg.png,334,text,88,"B. Otte, Wandbehang",0.0,[],[]
334,5,de,103,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_103pg.png,335,text,89,"TH. Bogler, Becher",0.0,[],[]
335,5,de,104,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_104pg.png,336,text,90,"O. Lindig, Kakaokanne",0.0,[],[]
336,5,de,105,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_105pg.png,337,text,91,"O. Lindig, Große Deckelvase",0.0,[],[]
337,5,de,106,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_106pg.png,338,text,92,"TH. Bogler, Gewürz und Teedosen",0.0,[],[]
338,5,de,107,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_107pg.png,339,text,93,"O. Lindig, Vorratstopf",0.0,[],[]
339,5,de,108,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_108pg.png,340,text,94,"O. Lindig, Kakaotopf",0.0,[],[]
340,5,de,109,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_109pg.png,341,text,95,"O. Lindig, Deckelvasen",0.0,[],[]
341,5,de,110,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_110pg.png,342,text,96,"O. Lindig, Deckelvase",0.0,[],[]
342,5,de,111,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_111pg.png,343,text,97,"O. Lindig, Kaffeegeschirr",0.0,[],[]
343,5,de,112,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_112pg.png,344,text,98,"TH. Bogler, 4 Vershiedene Teekanne",0.0,[],[]
344,5,de,113,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_113pg.png,345,text,99,"TH. Bogler, 2 Teekannen",0.0,[],[]
345,5,de,114,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_114pg.png,346,text,100,TH. Boglerm Teegeschirr,0.0,[],[]
346,5,de,115,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_115pg.png,347,text,101,"O. Lindig, Kaffetasse",0.0,[],[]
347,5,de,116,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_116pg.png,348,text,102,"TH. Bogler, Küchengefäße",0.0,[],[]
348,5,de,117,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_117pg.png,349,text,103,"O. Lindig, Kakaokanne undTasse",0.0,[],[]
349,5,de,118,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_118pg.png,350,text,104,"O. Lindig, Tasse",0.0,[],[]
350,5,de,119,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_119pg.png,351,text,105,"TH. Bogler, Mokkamaschine",0.0,[],[]
351,5,de,120,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_120pg.png,352,text,106,"TH. Bogler, Vorratsdosen",0.0,[],[]
352,5,de,121,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_121pg(1).png,353,text,107,"O. Lindig, Kaffeekannen",0.0,[],[]
353,5,de,121,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_121pg(2).png,354,text,108,"O. Lindig, Kaffeekannen",0.0,[],[]
354,5,de,122,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_122pg.png,355,text,109,Das Versuchswohnhaus des Bauhauses am Horm in Weimar,0.0,"['bauhaus', 'entwurf', 'sem']","[0.774, 0.7, 0.687]"
355,5,de,123,/Users/ohyoungmo/Bauhausorbits/07_NeueArbeitenderBauhauswerkstäffen/07_NeueArbeitenderBauhauswerkstäffen_123pg.png,356,text,110,Aus dem Versuchshaus.,0.0,[],[]
356,7,en,9,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_9pg(1).png,357,text,1,"An active line on a walk, moving freely, without goal. A walk for a walk's sake. The mobility agent, is a point, shifting its position forward (Fig. 1)",0.133,[],[]
357,7,en,9,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_9pg(2).png,358,text,2,"The same line, accompanied by complementary forms (Figs. 2 and 3)",0.0,[],[]
358,7,en,9,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_9pg(3).png,359,text,3,"The same line, accompanied by complementary forms (Figs. 2 and 3)",0.0,[],[]
359,7,en,9,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_9pg(4).png,360,text,4,"The same line, circumscribing itself (Fig. 4)",0.0,[],[]
360,7,en,9,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_9pg(5).png,361,text,5,"Two secondary lines, moving around an imaginary main line (Fig. 5)",-0.067,[],[]
361,7,en,10,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_10pg(1).png,362,text,6,"An active line, limited in its movement by fixed points (Fig. 6)",-0.035,[],[]
362,7,en,10,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_10pg(2).png,363,text,7,A medial line which is both: point progression and planar effect (Fib. 7),0.0,[],[]
363,7,en,10,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_10pg(3).png,364,text,8,the result of an activation of planes (line pro gression) (Fig. 8),0.5,[],[]
364,7,en,11,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_11pg(1).png,365,text,9,"Active lines, passive planes; linear energy (cause), linear impact (effect), secondary planar effect.",-0.217,[],[]
365,7,en,11,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_11pg(2).png,366,text,10,"Medial lines; linear energy (cause), planar impact (effect).",0.0,[],[]
366,7,en,11,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_11pg(3).png,367,text,11,"Active planes, passive lines; planar energy (cause), planar impact plus secondary linear effect.",-0.217,[],[]
367,7,en,11,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_11pg(4).png,368,text,12,"Semantic explanation of the terms active, medial, and passive:
active: I fell (the man fells a tree with his ax).
medial: I fall (the tree falls under the ax
stroke of the man).
passive: I am being felled (the tree lies felled).",-0.133,[],[]
368,7,en,12,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_12pg(1).png,369,text,13,"Fig. 13: The most primitive structural rhythm based on a repetition of the same unit from left to right, or top to bottom.",0.257,[],[]
369,7,en,12,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_12pg(2).png,370,text,14,Fig. 14: Very primitive structural rhythm in double motion top to bottom and left to right,0.19699999999999998,[],[]
370,7,en,12,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_12pg(3).png,371,text,15,"Quantitive ttructure, moving to two dimensions",0.0,[],[]
371,7,en,12,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_12pg(4).png,372,text,16,"Fig. 17: If one considers section 17a as a unit with 6 values, one arrives at the following numerical presentation of Fig. 17:",0.0,[],[]
372,7,en,13,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_13pg(1).png,373,text,17,"Fig. 18: Both dimensions combined, seen diagonally.",0.0,[],[]
373,7,en,13,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_13pg(2).png,374,text,18,Fig 19 : linear variation,0.0,[],[]
374,7,en,13,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_13pg(3).png,375,text,19,Fig 20 : structural character is dicisional,0.0,[],[]
375,7,en,14,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_14pg(1).png,376,text,20,Fig 21 : material structure in nature.,0.0,[],[]
376,7,en,14,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_14pg(2).png,377,text,21,Fig 22 : material structure in nature.,0.0,[],[]
377,7,en,15,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_15pg(1).png,378,text,22,Fig 23 : material structure in nature.,0.0,[],[]
378,7,en,16,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_16pg(1).png,379,text,23,Fig 25: Waterwheel and Hammer,0.0,[],[]
379,7,en,16,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_16pg(2).png,380,text,24,Fig 26 : The watermill,0.0,[],[]
380,7,en,17,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_17pg(1).png,381,text,25,Fig 27: The Plant,0.0,[],[]
381,7,en,17,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_17pg(2).png,382,text,26,Fig 28: Circulatory System,0.0,[],[]
382,7,en,17,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_17pg(3).png,383,text,27,"Fig 29 : The work grows ""stone upon stone""",0.0,[],[]
383,7,en,18,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_18pg(1).png,384,text,28,Fig30 : dimensions,0.0,[],[]
384,7,en,19,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_19pg(1).png,385,text,29,"Fig31,32,33 : Twodimensional",0.0,[],[]
385,7,en,19,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_19pg(2).png,386,text,30,Fig 34: Operation in three dimensions,0.0,[],[]
386,7,en,19,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_19pg(3).png,387,text,31,"Fig 35, 36 : Verticallity",0.0,[],[]
387,7,en,20,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_20pg(1).png,388,text,32,Fig 37 : Verticallity,0.0,[],[]
388,7,en,20,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_20pg(2).png,389,text,33,Fig 39: Horizontality,0.0,[],[]
389,7,en,21,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_21pg(1).png,390,text,34,Fig. 41: the insert space box gives the subject a view of the uper plane;,-0.16699999999999998,[],[]
390,7,en,21,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_21pg(2).png,391,text,35,Fig. 42: the insert space box gives the subject a view of the inside plane;,-0.16699999999999998,[],[]
391,7,en,21,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_21pg(3).png,392,text,36,"Fig. 43: in this case, the eye sees the upperplane of the space box neither from above nor from below.",0.0,[],[]
392,7,en,21,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_21pg(4).png,393,text,37,Fig. 44 once more vertical,0.5,[],[]
393,7,en,21,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_21pg(5).png,394,text,38,Fig. 45 The tightrope walker with his pole,0.0,[],[]
394,7,en,21,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_21pg(6).png,395,text,39,Fig. 46: Horizontality,0.0,[],[]
395,7,en,22,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_22pg(1).png,396,text,40,Fig. 47: tightrope walker,0.0,[],[]
396,7,en,22,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_22pg(2).png,397,text,41,Fig. 47: tightrope walker,0.0,[],[]
397,7,en,22,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_22pg(3).png,398,text,42,Fig. 47: tightrope walker,0.0,[],[]
398,7,en,22,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_22pg(4).png,399,text,43,Fig. 47: tightrope walker,0.0,[],[]
399,7,en,22,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_22pg(5).png,400,text,44,Fig. 47: tightrope walker,0.0,[],[]
400,7,en,22,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_22pg(6).png,401,text,45,Fig. 48: Non-symmetrical balance,0.0,[],[]
401,7,en,22,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_22pg(7).png,402,text,46,Fig. 49: Non-symmetrical balance,0.0,[],[]
402,7,en,25,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_25pg(1).png,403,text,47,"Fig. 54: a bullet, fired at a steep angle, rises with diminishing energy into the air",0.0,[],[]
403,7,en,25,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_25pg(2).png,404,text,48,"Fig. 55: a climber of stairs, ascending with increasing energy from step to step.",0.0,[],[]
404,7,en,26,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_26pg(1).png,405,text,49,"Fig. 60, 61 : Principle of the spinning top",0.5,[],[]
405,7,en,26,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_26pg(2).png,406,text,50,Fig. 62: double top,0.25,[],[]
406,7,en,31,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_31pg(1).png,407,text,51,"The infinite movement, chromatic",0.0,[],[]
407,7,en,31,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_31pg(2).png,408,text,52,"The infinite movement, chromatic",0.0,[],[]
408,7,en,31,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_31pg(3).png,409,text,53,"The infinite movement, chromatic",0.0,[],[]
409,7,en,31,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_31pg(4).png,410,text,54,"The infinite movement, chromatic",0.0,[],[]
410,7,en,31,/Users/ohyoungmo/Bauhausorbits/02_PedagogicalSketchbook_EN/02_PedagogicalSketchbook_EN_31pg(5).png,411,text,55,"The infinite movement, chromatic",0.0,[],[]
411,8,de,11,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_11pg.png,412,text,1,"Schema für Bühne, Kult und Volksfest, unterschieden nach",0.0,"['kubismus', 'kultur', 'additional']","[1.164, 0.943, 0.943]"
412,8,de,29,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_29pg.png,413,text,2,Übersicht des Triadischen Balletts,0.0,"['kubismus', 'kultur', 'additional']","[1.164, 0.943, 0.943]"
413,8,de,44,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_44pg.png,414,text,3,Aus der illustriertenHalbminatsschrift Das Theater,0.0,"['kubismus', 'kultur', 'additional']","[1.164, 0.943, 0.943]"
414,8,de,45,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_45pg.png,415,text,4,Klischee : Wasmuth Aus dem Buch Oskar Fishcel Das neue Bühhnenbild,0.0,"['kubismus', 'kultur', 'additional']","[1.164, 0.943, 0.943]"
415,8,de,63,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_63pg.png,416,text,5,"Farkas Molnar, U-Theater",0.0,"['kultur', 'additional', 'natur']","[0.932, 0.915, 0.915]"
416,8,de,65,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_65pg.png,417,text,6,"Farkas Molnar, U-Theater",0.0,"['kultur', 'additional', 'natur']","[0.932, 0.915, 0.915]"
417,8,de,66,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_66pg.png,418,text,7,"Farkas Molnar, U-Theater",0.0,"['kultur', 'additional', 'natur']","[0.932, 0.915, 0.915]"
418,8,de,67,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_67pg.png,419,text,8,"Farkas Molnar, Das U-Theater im Betrieb",0.0,"['kultur', 'additional', 'natur']","[0.932, 0.915, 0.915]"
419,8,de,68,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_68pg.png,420,text,9,"L.Moholy-Nagy, Bühnenszene Lautsprecher",0.0,"['kultur', 'additional', 'natur']","[1.038, 1.021, 1.021]"
420,8,de,69,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_69pg.png,421,text,10,"L.Moholy-Nagy, Der wohlwollende Herr",0.0,"['kultur', 'additional', 'natur']","[1.038, 1.021, 1.021]"
421,8,de,70,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_70pg.png,422,text,11,"L.Moholy-Nagy, Menschmechanik",0.0,"['kultur', 'additional', 'natur']","[1.038, 1.021, 1.021]"
422,8,de,71,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_71pg.png,423,text,12,"Marcel Breuer, Plakat zum Bauhaustanz",0.0,"['kultur', 'additional', 'natur']","[1.038, 1.021, 1.021]"
423,8,de,72,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_72pg.png,424,text,13,"Marcel Breuer, ABC-Hippodrom",0.0,"['kultur', 'additional', 'natur']","[1.038, 1.021, 1.021]"
424,8,de,73,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_73pg.png,425,text,14,"Marcel Breuer, ABC-Hippodrom",0.0,"['kultur', 'additional', 'natur']","[1.038, 1.021, 1.021]"
425,8,de,75,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_75pg.png,426,text,15,"Kurt Schmidt, Bühnenaufbau für das´Menchanische Ballett´",0.0,"['natur', 'maler', 'kultur']","[0.936, 0.602, 0.602]"
